ExptGroup,Expt,Strain,Media,Bact,Light,Temp,Rep,Bact.short,Growth.Rate,Fv.Fm,P.est,a.est,Pmax,Pmax.err,Pmax.p,a,a.err,a.p,Ek,P_I,P_I.C,FSC.mean,FSC.stdev,REDF.mean,REDF.stdev,REDF.samedayaschl,chl.percell,TotC.perday,Base.Bact,Best.fit,Best.a,Best.g,Max.Rate.Scaled,Max.YellowF.Scaled,graz.rate.C,prop.C.phot,prop.C.het,Bact.short.2,Active.Chl,C.perOch,C.perOch.se,C.perOch.sd,N.perOch,N.perOch.se,N.perOch.sd,chl.to.C,P_I.perC,P_I.percell,attack.per.C,graz.per.C,Strain.Bact.Light,C.from.grazing,attack.per.C.scaled,C.from.grazing.perCperday,CUE,C.eff.phot,C.eff.phag,N.from.grazing.perCperday,N.from.grazing.perNperday,N.deficit,TotalNinOch.pgNpermL,TotalNinOch.molperL
Photoacc,3,584,fswK,Xenic,150,24,C,X,0.5639,0.457,608.295526,2.99944432,595.998098,16.8330577,5.65E-11,2.68374807,0.11787104,2.89E-09,222.076768,350.773665,6.06199332,8384.26533,401.058508,7400.21854,863.867475,NA,0.20881099,18.5824233,888095.238,TypeII,2.00E-06,42.6048925,0.96486004,110.637476,4.26048925,0.78213711,0.2178629,X,0.09542662,14.6083333,2.52372808,6.18184606,2.3275,0.42624873,1.0440919,14.2939639,1.03979896,15.1897298,1.37E-07,2.91647866,584.X.150,0.33131089,3.28579578,0.33131089,0.41127266,0.54231637,1.70202675,0.03280306,0.20588529,-0.6348904,465500,3.32E-05
Photoacc,3,584,fswK,Rice,150,24,A,R,0.9332,0.463,533.949768,2.64076987,522.769914,18.16202,3.59E-10,2.29431346,0.12003326,1.35E-08,227.854617,301.764036,5.21501968,9445.64574,604.757792,6287.64762,1348.03788,NA,0.28032072,65.2960776,20157142.9,TypeI,1.16E-06,560.250473,36.5398632,1716.01101,56.0250473,0.26293436,0.73706564,R,0.12978849,20.9976667,3.87106897,9.48214374,4.21383333,0.96004612,2.35162313,13.3500892,0.83545173,17.542537,5.52E-08,26.6815586,584.R.150,3.03101513,1.3258616,3.03101513,0.2413573,1.1170005,0.30788365,0.30010051,1.49541046,0.60245441,842766.667,6.02E-05
Photoacc,3,584,fswK,Rice,150,24,B,R,0.9871,0.443,581.018121,2.83688143,570.537421,21.4566849,7.28E-10,2.42116699,0.1312993,1.86E-08,235.64563,320.953119,5.54664119,9284.97856,533.420719,6795.74405,1003.17637,NA,0.29445272,59.0088713,20157142.9,TypeI,9.89E-07,478.331096,32.6301951,1812.37526,47.8331096,0.29818352,0.70181648,R,0.13044256,20.9976667,3.87106897,9.48214374,4.21383333,0.96004612,2.35162313,14.0231163,0.93337434,19.5986832,4.71E-08,22.7802024,584.R.150,2.58782252,1.13041132,2.58782252,0.28033082,1.05756068,0.38144038,0.25622005,1.27675274,0.29343809,842766.667,6.02E-05
Photoacc,3,584,fswK,Rice,150,24,C,R,0.9662,0.469,546.376701,2.70480038,524.316926,19.9787219,8.18E-10,2.34462131,0.13773889,3.74E-08,223.62542,306.978418,5.30513349,9340.14905,408.556772,6685.78921,993.607097,NA,0.29139448,47.2379943,20157142.9,TypeI,7.37E-07,356.736724,143.258603,1744.49615,35.6736724,0.34015304,0.65984696,R,0.13666401,20.9976667,3.87106897,9.48214374,4.21383333,0.96004612,2.35162313,13.8774696,0.88346194,18.5506394,3.51E-08,16.9893507,584.R.150,1.92998393,0.84237931,1.92998393,0.34342228,1.09365209,0.50062593,0.19108752,0.95219523,-0.0144947,842766.667,6.02E-05
Photoacc,3,1391,fswK,Xenic,150,24,A,X,0.5347,0.476,198.80534,2.08751928,188.81631,2.7027624,1.28E-13,2.47184372,0.12164677,7.89E-09,76.3868315,181.522402,3.13703021,6485.12341,520.934404,3488.04621,461.221492,NA,0.12228986,7.83746604,485714.286,TypeII,3.68E-06,42.9398834,1.40215378,64.3690941,4.29398834,0.48439293,0.51560707,X,0.05820997,12.8445714,0.67266771,1.77971148,1.03557143,0.21781074,0.57627304,9.52074234,0.35840228,4.60352363,2.87E-07,3.34303746,1391.X.150,0.37976781,6.87605659,0.37976781,0.7243588,1.49189901,1.40796556,0.03760077,0.46637615,-0.1277798,207114.286,1.48E-05
Photoacc,3,1391,fswK,Xenic,150,24,B,X,0.5939,0.483,193.851913,2.11967117,183.691389,3.15526902,6.56E-13,2.60695102,0.16176214,6.04E-08,70.4621561,178.563251,3.08589081,6135.32968,732.435857,3395.64226,384.13872,NA,0.11277297,13.6260064,485714.286,TypeII,8.09E-06,94.2532198,3.1853568,68.3330214,9.42532198,0.33880448,0.66119552,X,0.05446934,12.8445714,0.67266771,1.77971148,1.03557143,0.21781074,0.57627304,8.77981563,0.32512263,4.17606083,6.30E-07,7.3379809,1391.X.150,0.8335919,15.1161135,0.8335919,0.51255075,1.82669537,0.71245894,0.08253385,1.02369757,0.72368676,207114.286,1.48E-05
Photoacc,3,1391,fswK,Xenic,150,24,C,X,0.4772,0.479,197.997826,2.05598283,191.686933,4.01193353,3.86E-12,2.2552571,0.15235364,1.27E-07,84.9956011,180.767752,3.12398852,6363.53831,534.457859,3440.48451,454.474734,NA,0.11739137,10.9536416,485714.286,TypeII,5.92E-06,68.9912075,2.49981435,54.6975588,6.89912075,0.40411306,0.59588694,X,0.05623047,12.8445714,0.67266771,1.77971148,1.03557143,0.21781074,0.57627304,9.13937624,0.34261568,4.40075154,4.61E-07,5.37123468,1391.X.150,0.61017026,11.0614823,0.61017026,0.50084702,1.39281426,0.78207679,0.0604129,0.74932328,0.57024995,207114.286,1.48E-05
Photoacc,3,1391,fswK,Rice,150,24,A,R,0.6527,0.446,481.266799,2.67603038,453.787002,15.4111654,2.93E-10,2.35681991,0.14641051,6.10E-08,192.542077,295.942355,5.11441067,9039.41067,744.359426,4805.41311,1415.42748,NA,0.14992939,84.5400819,33816666.7,TypeI,5.01E-07,406.937367,19.7131376,2575.69486,40.6937367,0.19657981,0.80342019,R,0.06686851,24.4355,6.63363664,16.2490249,5.06783333,1.38503792,3.39263617,6.1357202,0.37656711,9.20160573,2.05E-08,16.6535314,1391.R.150,1.89183498,0.49207096,1.89183498,0.28773558,1.73328996,0.34500895,0.18731039,0.90315187,0.38371666,1013566.67,7.23E-05
Photoacc,3,1391,fswK,Rice,150,24,B,R,0.6595,0.441,494.85529,2.6925835,471.421503,14.8297172,1.48E-10,2.40295561,0.13556524,2.63E-08,196.184025,303.48777,5.24480887,9263.81928,746.587836,4867.54493,1447.2386,NA,0.15426567,128.258415,33816666.7,TypeI,7.88E-07,639.297144,28.7024157,2574.66269,63.9297144,0.14783786,0.85216214,R,0.06803116,24.4355,6.63363664,16.2490249,5.06783333,1.38503792,3.39263617,6.31317841,0.39733697,9.70912752,3.22E-08,26.1626381,1391.R.150,2.97206596,0.77395592,2.97206596,0.19573201,1.65980025,0.22189952,0.29426396,1.41884834,1.15140006,1013566.67,7.23E-05
Photoacc,3,1391,fswK,Rice,150,24,C,R,0.6972,0.441,487.326092,2.69072328,464.95715,13.7239912,8.39E-11,2.41251411,0.1301261,1.77E-08,192.727225,303.027018,5.23684625,9236.12683,647.530306,4979.44227,1341.87139,NA,0.16207517,178.993605,33816666.7,TypeI,1.13E-06,918.079486,44.8207596,2769.71127,91.8079486,0.10465406,0.89534594,R,0.07147515,24.4355,6.63363664,16.2490249,5.06783333,1.38503792,3.39263617,6.63277469,0.41681786,10.1851527,4.62E-08,37.5715449,1391.R.150,4.26811354,1.10986065,4.26811354,0.14881755,1.67267307,0.16335086,0.4225855,2.0375745,1.92251075,1013566.67,7.23E-05
Photoacc,4,1393,fswK,Xenic,15,24,A,X,0.192879,0.54,115.179774,1.6123053,108.584796,1.46928476,7.69E-14,2.46377672,0.16350028,1.08E-07,44.0724987,35.5928265,0.6151074,5363.95802,181.310858,5563.89357,594.846274,5658.81056,0.23688751,NA,755000,TypeII,2.42E-06,43.7910462,1.50448399,89.5464967,4.37910462,0.25347035,0.74652965,X,0.12791926,13.1813333,1.21411536,2.97396313,1.37383333,0.06409026,0.15698843,17.9714377,0.13265237,1.74853512,1.84E-07,3.32220157,1393.X.15,0.37740086,4.40623103,0.37740086,0.37815465,1.45401848,0.51107196,0.03736642,0.35851457,0.85875377,274766.667,1.96E-05
Photoacc,4,1393,fswK,Xenic,15,24,B,X,0.18232,0.521,139.675549,1.62511991,118.467607,3.69825968,1.38E-10,2.2340488,0.30266789,4.19E-05,53.0282092,32.6446595,0.56415782,5093.95576,148.754198,5401.39396,707.300284,5442.70099,0.22885929,NA,755000,TypeII,3.19E-06,57.8331779,1.48649441,94.9748739,5.78331779,0.21081931,0.78918069,X,0.11923569,13.1813333,1.21411536,2.97396313,1.37383333,0.06409026,0.15698843,17.3623779,0.11754146,1.54935311,2.42E-07,4.38750591,1393.X.15,0.49841904,5.80821364,0.49841904,0.29599301,1.55111232,0.36579662,0.04934842,0.47347663,1.59695385,274766.667,1.96E-05
Photoacc,4,1393,fswK,Xenic,15,24,C,X,0.19792,0.526,132.976027,1.61032107,117.967311,3.34099634,5.80E-11,2.21088777,0.27063533,1.87E-05,53.3574396,32.3164444,0.55848568,5215.11395,311.290845,5459.47451,634.232759,5506.87509,0.23172873,NA,755000,TypeII,4.29E-06,77.6737557,1.60000369,101.960434,7.76737557,0.16063795,0.83936205,X,0.12188931,13.1813333,1.21411536,2.97396313,1.37383333,0.06409026,0.15698843,17.5800678,0.11781859,1.55300615,3.25E-07,5.89270856,1393.X.15,0.6694095,7.81104593,0.6694095,0.25141379,1.67987067,0.29566357,0.06627817,0.6359102,2.21296585,274766.667,1.96E-05
Photoacc,4,1393,fswK,Rice,15,24,A,R,0.443146,0.446,295.598553,2.62737528,276.326482,5.84636775,4.26E-12,2.7770478,0.17339204,6.38E-08,99.5036824,41.3430168,0.71448092,8602.68284,537.722161,6518.82541,1863.62331,9011.455,0.27293012,NA,21450000,TypeI,5.46E-06,2813.03143,118.331407,5911.59816,281.303143,0.01315872,0.98684128,R,0.12172683,30.7871667,5.91278343,14.4833024,6.0995,1.29600717,3.17455627,8.86506137,0.07600701,2.34004038,1.77E-07,91.3702602,1393.R.15,10.3796276,4.25631892,10.3796276,0.04238346,5.83033091,0.04269382,1.0276859,5.18723455,10.7054753,1219900,8.71E-05
Photoacc,4,1393,fswK,Rice,15,24,B,R,0.338241,0.455,277.505961,2.16570154,262.659979,6.68172986,2.22E-11,2.1143464,0.13956078,1.03E-07,124.227505,31.5619575,0.54544681,6849.22509,470.911815,9182.48435,898.206585,9727.841,0.37796397,NA,21450000,TypeI,9.82E-07,505.414537,20.5486166,4168.53693,50.5414537,0.06252959,0.93747041,R,0.17197361,30.7871667,5.91278343,14.4833024,6.0995,1.29600717,3.17455627,12.2766726,0.08035526,2.47391086,3.19E-08,16.4164031,1393.R.15,1.86489729,0.76551377,1.86489729,0.17388025,4.20931984,0.18137246,0.1846433,0.93198523,1.75538812,1219900,8.71E-05
Photoacc,4,1393,fswK,Rice,15,24,C,R,0.362686,0.454,285.804666,2.4128526,264.522175,6.34678886,1.31E-11,2.47756506,0.16858882,1.35E-07,106.766994,36.9208773,0.63805848,8266.90346,895.958372,7174.94958,1302.88355,9380.528,0.29880252,NA,21450000,TypeI,2.67E-06,1372.76119,57.4239175,4837.59492,137.276119,0.02339606,0.97660394,R,0.13565634,30.7871667,5.91278343,14.4833024,6.0995,1.29600717,3.17455627,9.70542445,0.07431154,2.28784177,8.67E-08,44.5887473,1393.R.15,5.06526512,2.08138672,5.06526512,0.07056729,4.88061476,0.07160257,0.5015114,2.53137388,5.97951915,1219900,8.71E-05
Photoacc,4,2951,fswK,Xenic,15,24,A,X,0.265885,0.504,145.459911,1.619896,122.170646,5.8059883,5.80E-09,2.15580611,0.42561221,0.00067627,56.6705166,31.6024955,0.54614738,5693.50697,771.44877,6467.24087,785.890128,6227.82928,0.21411402,NA,801111.111,TypeII,2.96E-06,56.868015,1.50539773,82.1062413,5.6868015,0.1895083,0.8104917,X,0.10791347,15.962,0.55219833,1.35260416,1.75966667,0.07420542,0.18176542,13.4139846,0.08791215,1.40325373,1.85E-07,3.56271238,2951.X.15,0.4047228,4.4505701,0.4047228,0.53972013,3.02443975,0.65695582,0.04007156,0.36349061,0.3670971,351933.333,2.51E-05
Photoacc,4,2951,fswK,Xenic,15,24,B,X,0.20243,0.476,187.416004,1.45097136,157.642226,11.0768476,1.78E-07,1.11487611,0.18675433,0.00021017,141.398873,16.6606911,0.2879264,4774.77062,468.68304,5944.58566,491.189405,5803.35544,0.19854296,NA,801111.111,TypeII,2.58E-06,49.5145488,2.01375062,87.2920667,4.95145488,0.22392665,0.77607335,X,0.09450645,15.962,0.55219833,1.35260416,1.75966667,0.07420542,0.18176542,12.4384766,0.04297639,0.68598912,1.62E-07,3.10202661,2951.X.15,0.35238907,3.87921313,0.35238907,0.5120073,4.71026079,0.57445028,0.03489001,0.31648852,0.5634467,351933.333,2.51E-05
Photoacc,4,2951,fswK,Xenic,15,24,C,X,0.246286,0.49,150.858207,1.47201178,130.568497,7.09117575,1.88E-08,1.45600397,0.24748866,0.00023392,89.6759207,21.6386266,0.37395398,4591.11598,255.563174,5481.00552,460.910675,5520.35058,0.18473188,NA,801111.111,TypeII,2.63E-06,50.5835086,2.13328572,85.9852756,5.05835086,0.18466117,0.81533884,X,0.09051862,15.962,0.55219833,1.35260416,1.75966667,0.07420542,0.18176542,11.573229,0.05193426,0.82897467,1.65E-07,3.16899565,2951.X.15,0.35999673,3.95439168,0.35999673,0.5978817,4.74226446,0.684134,0.03564324,0.32332112,0.31278726,351933.333,2.51E-05
Photoacc,4,2951,fswK,Rice,15,24,A,R,0.312029,0.566,125.972354,1.77697535,119.973085,1.04E+00,1.36E-15,2.70258917,1.14E-01,2.02E-09,44.3919061,39.0633335,0.67508394,7756.01089,457.224282,6616.95037,373.815924,7133.414,0.36692226,NA,10374074.1,TypeI,2.47E-06,613.963525,25.8594537,1686.46357,61.3963525,0.03033474,0.96966526,R,0.207678,28.9301667,2.83458208,6.94327973,4.593,0.65502239,1.60447063,12.6830329,0.10274534,2.97E+00,8.54E-08,21.2222602,2951.R.15,2.41084087,2.04907219,2.41084087,0.12413698,3.03691629,0.12942746,0.23869712,1.50349387,3.81844274,9.19E+05,6.56E-05
Photoacc,4,2951,fswK,Rice,15,24,B,R,0.322465,0.566,121.466854,1.88280286,119.813393,9.54E-01,6.51E-16,2.98214747,1.24E-01,1.75E-09,40.1768838,42.7635064,0.73902951,7594.22627,518.783957,6319.73527,417.844286,6353.138,0.34246192,NA,10374074.1,TypeI,2.28E-06,566.99776,23.5136717,1575.36152,56.699776,0.04626303,0.95373697,R,0.19383345,28.9301667,2.83458208,6.94327973,4.593,0.65502239,1.60447063,11.8375371,0.10497947,3.04E+00,7.88E-08,19.5988418,2951.R.15,2.22642114,1.89145125,2.22642114,0.13831385,3.0716958,0.14483558,0.22043774,1.38848258,3.30583963,9.19E+05,6.56E-05
Photoacc,4,2951,fswK,Rice,15,24,C,R,0.299081,0.569,123.412569,1.85471591,120.670016,1.21E+00,5.03E-15,2.8784823,1.46E-01,1.02E-08,41.921403,41.4242946,0.71588555,7222.68681,534.143046,7184.44113,700.946517,7095.265,0.41362585,NA,10374074.1,TypeI,2.06E-06,513.767481,21.2703583,1408.19868,51.3767481,0.03518975,0.96481025,R,0.23535311,28.9301667,2.83458208,6.94327973,4.593,0.65502239,1.60447063,14.297389,0.12282353,3.55E+00,7.12E-08,17.7588842,2951.R.15,2.01740265,1.7089428,2.01740265,0.13974271,2.43504645,0.14825052,0.19974284,1.25813054,3.20665484,9.19E+05,6.56E-05
Photoacc,4,1393,fswK,Xenic,25,24,A,X,0.32597,0.518,128.737516,2.0058719,116.434062,2.97E+00,2.27E-11,3.41959944,5.10E-01,8.83E-05,34.0490352,72.8469198,1.25892444,6464.43783,355.82922,4827.00782,397.885824,5574.21937,0.200482,NA,755000,TypeII,2.50E-06,45.237253,0.92940856,61.720014,NA,NA,NA,X,0.10384968,13.1813333,1.21411536,2.97396313,1.37383333,0.06409026,0.15698843,15.2095386,0.22977192,3.03E+00,1.90E-07,3.43191784,1393.X.25,NA,4.55189156,0.38986459,0.52606648,1.4186677,0.83611081,0.03860045,0.37035457,0.13616153,2.75E+05,1.96E-05
Photoacc,4,1393,fswK,Xenic,25,24,B,X,0.318973,0.398,110.298175,1.76315878,90.7573071,3.69E+00,1.44E-09,3.5348122,1.07E+00,0.00937874,25.675284,68.097505,1.1768461,6288.23679,376.825971,4895.78104,424.306046,5586.4628,0.20387971,NA,755000,TypeII,1.58E-06,28.7039773,1.15490113,71.8712946,NA,NA,NA,X,0.08114412,13.1813333,1.21411536,2.97396313,1.37383333,0.06409026,0.15698843,15.4673054,0.21843166,2.88E+00,1.20E-07,2.1776232,1393.X.25,NA,2.87679547,0.24737719,0.68477232,1.46028742,1.28941963,0.02449279,0.23499767,-0.2632678,2.75E+05,1.96E-05
Photoacc,4,1393,fswK,Xenic,25,24,C,X,0.277629,0.514,113.826358,1.77743793,106.865264,2.39E+00,7.12E-12,2.9643354,3.73E-01,2.34E-05,36.0503283,64.1415723,1.10848054,6089.43874,398.371326,5182.4105,390.171058,5828.67793,0.21804051,NA,755000,TypeII,2.26E-06,40.9641583,0.84650073,80.5103874,NA,NA,NA,X,0.11207282,13.1813333,1.21411536,2.97396313,1.37383333,0.06409026,0.15698843,16.5416126,0.22003267,2.90E+00,1.71E-07,3.10774011,1393.X.25,NA,4.11490997,0.35303812,0.48445847,1.26176264,0.78639949,0.03495427,0.33537101,0.20798264,2.75E+05,1.96E-05
Photoacc,4,1393,fswK,Rice,25,24,A,R,0.435713,0.446,346.082139,2.77013452,314.778168,8.90E+00,5.71E-11,2.90649357,2.31E-01,5.17E-07,108.301691,71.398649,1.23389575,6398.13899,378.503994,7068.64987,1006.26562,8779.844,0.29461089,NA,21450000,TypeI,1.18E-06,608.272412,25.247977,3610.6963,60.8272412,0.08997988,0.91002012,R,0.13139646,30.7871667,5.91278343,14.4833024,6.0995,1.29600717,3.17455627,9.5692759,0.14168987,4.36E+00,3.83E-08,19.7573365,1393.R.25,2.24442608,0.9198638,2.24442608,0.18260345,3.0751176,0.19413114,0.2222204,1.12165532,1.57429849,1.22E+06,8.71E-05
Photoacc,4,1393,fswK,Rice,25,24,B,R,0.403075,0.445,346.082139,2.77013452,315.395517,8.41E+00,3.37E-11,2.86489079,2.13E-01,2.87E-07,110.089892,70.4159931,1.2169137,7563.95091,375.558408,8470.73725,891.932639,9030.159,0.34989824,NA,21450000,TypeI,1.28E-06,659.941518,27.411348,3974.91363,65.9941518,0.07910786,0.92089214,R,0.15570472,30.7871667,5.91278343,14.4833024,6.0995,1.29600717,3.17455627,11.3650677,0.16596368,5.11E+00,4.16E-08,21.4356042,1393.R.25,2.43507666,0.99781835,2.43507666,0.15496684,2.42869404,0.16552867,0.2410967,1.21693324,2.01912358,1.22E+06,8.71E-05
Photoacc,4,1393,fswK,Rice,25,24,C,R,0.41168,0.446,347.463109,2.76167106,318.622761,8.89E+00,5.07E-11,2.77635195,2.11E-01,3.47E-07,114.763101,68.3313313,1.18088704,6701.78589,509.997352,8667.03,391.581873,9341.995,0.35763848,NA,21450000,TypeI,9.15E-07,470.885398,19.5403511,6621.62861,47.0885398,0.11255285,0.88744715,R,0.15950676,30.7871667,5.91278343,14.4833024,6.0995,1.29600717,3.17455627,11.6164793,0.164613,5.07E+00,2.97E-08,15.2948598,1393.R.25,1.73749039,0.71328421,1.73749039,0.21643408,2.50089608,0.23693944,0.17202875,0.86831344,1.10919511,1.22E+06,8.71E-05
Photoacc,4,2951,fswK,Xenic,25,24,A,X,0.325341,0.365,95.0674022,1.5387405,83.3597508,3.17E+00,4.73E-09,3.44895157,9.92E-01,0.00837799,24.1695916,64.6580013,1.11740535,6132.40475,386.849145,5422.18266,607.466515,5814.57447,0.18297942,NA,801111.111,TypeII,2.44E-06,46.8643645,1.18389922,75.390467,NA,NA,NA,X,0.06678749,15.962,0.55219833,1.35260416,1.75966667,0.07420542,0.18176542,11.4634392,0.1537117,2.45E+00,1.53E-07,2.93599577,2951.X.25,NA,3.66871319,0.33352803,0.66772264,2.11656627,0.97545325,0.03302258,0.29954899,-0.0792768,3.52E+05,2.51E-05
Photoacc,4,2951,fswK,Xenic,25,24,B,X,0.313071,0.366,94.8314736,1.38494541,81.0689304,2.43E+00,9.72E-11,2.83133565,5.71E-01,0.00078308,28.6327516,56.9881256,0.98485625,5994.99804,455.061031,5404.28122,641.368348,6093.20689,0.18244609,NA,801111.111,TypeII,8.24E-07,15.8430543,1.11593911,86.3753419,NA,NA,NA,X,0.06677527,15.962,0.55219833,1.35260416,1.75966667,0.07420542,0.18176542,11.4300272,0.1350832,2.16E+00,5.16E-08,0.9925482,2951.X.25,NA,1.23894249,0.11275311,1.26321684,2.31761603,2.77660644,0.01116367,0.10126609,-0.6765395,3.52E+05,2.51E-05
Photoacc,4,2951,fswK,Xenic,25,24,C,X,0.288942,0.449,103.937563,1.44569085,91.3081211,2.33E+00,2.31E-11,2.6609711,3.96E-01,8.58E-05,34.3138343,56.8109242,0.98179389,5817.00273,404.473271,5535.06048,557.50768,6179.75497,0.1863423,NA,801111.111,TypeII,1.96E-06,37.6459903,0.832163,82.7370041,NA,NA,NA,X,0.08366769,15.962,0.55219833,1.35260416,1.75966667,0.07420542,0.18176542,11.6741197,0.13753895,2.20E+00,1.23E-07,2.35847577,2951.X.25,NA,2.94699912,0.26792197,0.71262601,2.10080122,1.07845579,0.02652693,0.24062672,-0.1672145,3.52E+05,2.51E-05
Photoacc,4,2951,fswK,Rice,25,24,A,R,0.396337,0.519,119.090824,1.64558461,110.11523,1.62E+00,1.60E-13,2.6467488,1.98E-01,3.06E-07,41.6039594,59.2081624,1.02322244,7878.99382,545.824425,6399.97501,499.916403,6198.049,0.34906553,NA,10374074.1,TypeI,1.16E-06,289.916583,11.9105636,1351.37885,28.9916583,0.15466401,0.84533599,R,0.18116501,28.9301667,2.83458208,6.94327973,4.593,0.65502239,1.60447063,12.0657973,0.14815193,4.29E+00,4.01E-08,10.0212552,2951.R.25,1.13841086,0.9623173,1.13841086,0.30805881,2.67520639,0.34814935,0.11271395,0.70995717,0.79129672,9.19E+05,6.56E-05
Photoacc,4,2951,fswK,Rice,25,24,B,R,0.367201,0.515,119.165616,1.6043971,108.630869,1.71E+00,3.01E-13,2.51446628,1.97E-01,4.51E-07,43.2023568,56.6726853,0.97940488,8007.99186,597.409887,7028.38059,419.043277,6702.758,0.40078231,NA,10374074.1,TypeI,1.13E-06,281.820173,11.7281147,1234.30543,28.1820173,0.19332595,0.80667405,R,0.20640289,28.9301667,2.83458208,6.94327973,4.593,0.65502239,1.60447063,13.8534394,0.16281751,4.71E+00,3.91E-08,9.74139473,2951.R.25,1.10661882,0.93742979,1.10661882,0.28926303,2.25529178,0.33182248,0.10956622,0.69013042,0.87943501,9.19E+05,6.56E-05
Photoacc,4,2951,fswK,Rice,25,24,C,R,0.326132,0.547,97.2245577,1.42121859,90.4097246,1.36E+00,1.99E-13,2.54762986,2.18E-01,9.50E-07,35.4877787,54.8964283,0.948708,7903.84307,602.714189,5714.41578,315.697646,6124.93,0.29264509,NA,10374074.1,TypeI,1.36E-06,337.867737,14.0889949,1367.12897,33.7867737,0.15114056,0.84885944,R,0.16007686,28.9301667,2.83458208,6.94327973,4.593,0.65502239,1.60447063,10.1155686,0.11516065,3.33E+00,4.70E-08,11.6787346,2951.R.25,1.3266999,1.12823408,1.3266999,0.22618831,2.83197429,0.24582198,0.13135643,0.82738152,1.53695288,9.19E+05,6.56E-05
Photoacc,4,1393,fswK,Xenic,50,24,A,X,0.455747,0.322,176.830682,1.90816935,145.557539,6.02E+00,1.69E-09,2.398557,3.94E-01,0.00018163,60.6854615,98.5712917,1.70348738,6848.06071,145.160524,3910.75083,360.224521,4230.10041,0.15521473,NA,755000,TypeII,1.55E-06,28.0580388,0.87275987,76.6070949,2.80580388,0.55474848,0.44525152,X,0.04997914,13.1813333,1.21411536,2.97396313,1.37383333,0.06409026,0.15698843,11.7753436,0.24070979,3.17E+00,1.18E-07,2.12861917,1393.X.50,0.24181035,2.82217277,0.24181035,0.94451395,1.89334634,1.88472912,0.02394162,0.22970942,-0.4959716,2.75E+05,1.96E-05
Photoacc,4,1393,fswK,Xenic,50,24,B,X,0.413097,0.449,168.272897,1.98691856,150.36579,2.83E+00,1.49E-12,2.72201012,2.16E-01,5.15E-07,55.2407168,108.080874,1.86782989,6683.04155,124.255563,3918.42412,391.862935,4244.66145,0.15559382,NA,755000,TypeII,1.86E-06,33.6461327,0.87018496,78.4963527,3.36461327,0.51019455,0.48980545,X,0.06986163,13.1813333,1.21411536,2.97396313,1.37383333,0.06409026,0.15698843,11.8041036,0.26457669,3.49E+00,1.41E-07,2.55255913,1393.X.50,0.28996977,3.38660732,0.28996977,0.74492767,1.5613507,1.42462093,0.02870988,0.27545879,-0.3331862,2.75E+05,1.96E-05
Photoacc,4,1393,fswK,Xenic,50,24,C,X,0.392108,0.482,166.196563,1.90586805,144.057878,3.72E+00,2.56E-11,2.55733224,2.76E-01,6.66E-06,56.3313113,102.311229,1.76812015,6649.63301,182.938591,4063.28636,429.398764,4250.36517,0.16275068,NA,755000,TypeII,3.11E-06,56.4196788,2.181211,32.8039245,5.64196788,0.34351266,0.65648735,X,0.07844583,13.1813333,1.21411536,2.97396313,1.37383333,0.06409026,0.15698843,12.3470574,0.26197297,3.45E+00,2.36E-07,4.280271,1393.X.50,0.48623719,5.66255311,0.48623719,0.52406131,1.49674983,0.80641301,0.0481423,0.4619044,0.17800299,2.75E+05,1.96E-05
Photoacc,4,1393,fswK,Rice,50,24,A,R,0.708835,0.477,355.854349,3.05493782,338.347771,5.00E+00,1.71E-13,3.24845919,1.38E-01,2.17E-09,104.156387,150.998368,2.60952058,7978.96894,819.521817,6680.40365,682.92626,6017.34028,0.2793015,NA,21450000,TypeI,1.24E-06,636.505903,26.5378765,3145.42332,63.6505903,0.10920778,0.89079223,R,0.13322682,30.7871667,5.91278343,14.4833024,6.0995,1.29600717,3.17455627,9.07201059,0.28408318,8.75E+00,4.03E-08,20.6743904,1393.R.50,2.34860306,0.96663653,2.34860306,0.26924401,2.49516709,0.30181132,0.23253496,1.17371792,0.65584081,1.22E+06,8.71E-05
Photoacc,4,1393,fswK,Rice,50,24,B,R,0.657186,0.444,410.497993,3.18786334,384.475596,6.93E+00,1.01E-12,3.30566441,1.61E-01,7.14E-09,116.308115,155.801647,2.69252979,6962.04707,694.666603,6364.20587,862.89186,5632.82107,0.26683314,NA,21450000,TypeI,1.06E-06,544.960916,22.721082,2836.39132,54.4960916,0.14353753,0.85646247,R,0.11847391,30.7871667,5.91278343,14.4833024,6.0995,1.29600717,3.17455627,8.66702486,0.28003467,8.62E+00,3.44E-08,17.7009116,1393.R.50,2.01081698,0.82631833,2.01081698,0.2868741,2.34680226,0.32682537,0.19909079,1.00490882,0.52910868,1.22E+06,8.71E-05
Photoacc,4,1393,fswK,Rice,50,24,C,R,0.68186,0.495,382.619531,3.1084243,364.779311,6.12E+00,5.32E-13,3.20722674,1.47E-01,4.26E-09,113.736677,150.771577,2.60560123,7324.85629,873.007732,5922.6489,482.024027,5657.25308,0.24942159,NA,21450000,TypeI,1.22E-06,628.223725,26.1977587,2934.63631,62.8223725,0.1163207,0.8836793,R,0.12346369,30.7871667,5.91278343,14.4833024,6.0995,1.29600717,3.17455627,8.10147922,0.25331069,7.80E+00,3.96E-08,20.4053764,1393.R.50,2.31804318,0.95104562,2.31804318,0.26517548,2.69179322,0.29415328,0.22950923,1.15844557,0.69894931,1.22E+06,8.71E-05
